date,source,device,campaign,impressions,clicks,leads,qualified_leads,customers,spend_pkr
2024-03-16,Display,Desktop,Display / Desktop,227,62,17,2,1,4216.0
2024-03-16,Display,Mobile,Display / Mobile,246,46,16,1,0,3128.0
2024-03-16,Display,Tablet,Display / Tablet,54,11,4,0,0,748.0
2024-03-17,Paid Search,Desktop,Paid Search / Desktop,287,110,37,6,2,18700.0
2024-03-17,Paid Search,Mobile,Paid Search / Mobile,557,169,66,14,6,28730.0
2024-03-17,Paid Search,Tablet,Paid Search / Tablet,128,45,20,3,1,7650.0
2024-03-17,Organic Search,Desktop,Organic Search / Desktop,208,69,31,4,1,2415.0
2024-03-17,Organic Search,Mobile,Organic Search / Mobile,357,85,35,4,2,2975.0
2024-03-17,Organic Search,Tablet,Organic Search / Tablet,77,20,9,2,1,700.0
2024-03-17,Paid Social,Desktop,Paid Social / Desktop,257,78,27,2,1,8190.0
2024-03-17,Paid Social,Mobile,Paid Social / Mobile,514,109,33,3,1,11445.0
2024-03-17,Paid Social,Tablet,Paid Social / Tablet,101,25,7,1,0,2625.0
2024-03-17,Email,Desktop,Email / Desktop,100,53,22,4,2,2544.0
2024-03-17,Email,Mobile,Email / Mobile,185,64,24,5,3,3072.0
2024-03-17,Email,Tablet,Email / Tablet,26,11,5,1,0,528.0
2024-03-17,Display,Desktop,Display / Desktop,187,48,12,1,0,3264.0
2024-03-17,Display,Mobile,Display / Mobile,374,71,24,3,1,4828.0
2024-03-17,Display,Tablet,Display / Tablet,45,10,2,0,0,680.0
2024-03-18,Paid Search,Desktop,Paid Search / Desktop,346,133,46,9,4,22610.0
2024-03-18,Paid Search,Mobile,Paid Search / Mobile,565,145,58,11,4,24650.0
2024-03-18,Paid Search,Tablet,Paid Search / Tablet,125,39,15,2,1,6630.0
2024-03-18,Organic Search,Desktop,Organic Search / Desktop,270,89,34,5,2,3115.0
2024-03-18,Organic Search,Mobile,Organic Search / Mobile,403,118,44,7,2,4130.0
2024-03-18,Organic Search,Tablet,Organic Search / Tablet,85,25,9,1,0,875.0
2024-03-18,Paid Social,Desktop,Paid Social / Desktop,253,93,30,3,1,9765.0
2024-03-18,Paid Social,Mobile,Paid Social / Mobile,414,97,28,4,2,10185.0
2024-03-18,Paid Social,Tablet,Paid Social / Tablet,86,25,9,1,0,2625.0
2024-03-18,Email,Desktop,Email / Desktop,110,55,24,6,2,2640.0
2024-03-18,Email,Mobile,Email / Mobile,180,68,24,6,2,3264.0
2024-03-18,Email,Tablet,Email / Tablet,34,14,5,1,0,672.0
2024-03-18,Display,Desktop,Display / Desktop,192,58,18,1,0,3944.0
2024-03-18,Display,Mobile,Display / Mobile,321,56,19,2,1,3808.0
2024-03-18,Display,Tablet,Display / Tablet,55,12,4,0,0,816.0
2024-03-19,Paid Search,Desktop,Paid Search / Desktop,435,192,79,13,5,32640.0
2024-03-19,Paid Search,Mobile,Paid Search / Mobile,435,133,48,7,3,22610.0
2024-03-19,Paid Search,Tablet,Paid Search / Tablet,126,37,15,3,1,6290.0
2024-03-19,Organic Search,Desktop,Organic Search / Desktop,257,98,44,5,2,3430.0
2024-03-19,Organic Search,Mobile,Organic Search / Mobile,453,107,37,4,2,3745.0
2024-03-19,Organic Search,Tablet,Organic Search / Tablet,61,17,5,1,0,595.0
2024-03-19,Paid Social,Desktop,Paid Social / Desktop,359,119,48,5,2,12495.0
2024-03-19,Paid Social,Mobile,Paid Social / Mobile,506,111,31,3,1,11655.0
2024-03-19,Paid Social,Tablet,Paid Social / Tablet,99,24,8,1,0,2520.0
2024-03-19,Email,Desktop,Email / Desktop,132,78,26,4,2,3744.0
2024-03-19,Email,Mobile,Email / Mobile,189,77,25,6,2,3696.0
2024-03-19,Email,Tablet,Email / Tablet,31,14,6,2,1,672.0
2024-03-19,Display,Desktop,Display / Desktop,206,62,19,1,0,4216.0
2024-03-19,Display,Mobile,Display / Mobile,295,50,14,1,0,3400.0
2024-03-19,Display,Tablet,Display / Tablet,50,9,3,0,0,612.0
2024-03-20,Paid Search,Desktop,Paid Search / Desktop,468,192,89,12,5,32640.0
2024-03-20,Paid Search,Mobile,Paid Search / Mobile,647,200,86,17,8,34000.0
2024-03-20,Paid Search,Tablet,Paid Search / Tablet,109,35,14,3,1,5950.0
2024-03-20,Organic Search,Desktop,Organic Search / Desktop,265,110,46,6,2,3850.0
2024-03-20,Organic Search,Mobile,Organic Search / Mobile,442,121,55,7,3,4235.0
2024-03-20,Organic Search,Tablet,Organic Search / Tablet,79,26,10,2,1,910.0
2024-03-20,Paid Social,Desktop,Paid Social / Desktop,371,115,39,3,1,12075.0
2024-03-20,Paid Social,Mobile,Paid Social / Mobile,419,104,37,3,1,10920.0
2024-03-20,Paid Social,Tablet,Paid Social / Tablet,98,29,10,1,0,3045.0
2024-03-20,Email,Desktop,Email / Desktop,102,51,22,4,1,2448.0
2024-03-20,Email,Mobile,Email / Mobile,141,56,24,4,2,2688.0
2024-03-20,Email,Tablet,Email / Tablet,30,11,4,1,0,528.0
2024-03-20,Display,Desktop,Display / Desktop,250,73,26,3,1,4964.0
2024-03-20,Display,Mobile,Display / Mobile,341,69,18,2,1,4692.0
2024-03-20,Display,Tablet,Display / Tablet,67,15,4,0,0,1020.0
2024-03-21,Paid Search,Desktop,Paid Search / Desktop,414,188,86,11,5,31960.0
2024-03-21,Paid Search,Mobile,Paid Search / Mobile,556,153,61,12,4,26010.0
2024-03-21,Paid Search,Tablet,Paid Search / Tablet,94,31,15,3,1,5270.0
2024-03-21,Organic Search,Desktop,Organic Search / Desktop,294,118,40,6,2,4130.0
2024-03-21,Organic Search,Mobile,Organic Search / Mobile,335,88,32,5,2,3080.0
2024-03-21,Organic Search,Tablet,Organic Search / Tablet,60,19,6,1,0,665.0
2024-03-21,Paid Social,Desktop,Paid Social / Desktop,267,83,28,3,1,8715.0
2024-03-21,Paid Social,Mobile,Paid Social / Mobile,362,94,36,4,1,9870.0
2024-03-21,Paid Social,Tablet,Paid Social / Tablet,74,19,8,1,0,1995.0
2024-03-21,Email,Desktop,Email / Desktop,112,55,18,4,1,2640.0
2024-03-21,Email,Mobile,Email / Mobile,152,56,18,3,2,2688.0
2024-03-21,Email,Tablet,Email / Tablet,26,10,3,1,0,480.0
2024-03-21,Display,Desktop,Display / Desktop,219,60,19,1,0,4080.0
2024-03-21,Display,Mobile,Display / Mobile,324,63,18,2,1,4284.0
2024-03-21,Display,Tablet,Display / Tablet,63,13,3,0,0,884.0
2024-03-22,Paid Search,Desktop,Paid Search / Desktop,445,158,78,16,8,26860.0
2024-03-22,Paid Search,Mobile,Paid Search / Mobile,578,146,71,12,4,24820.0
2024-03-22,Paid Search,Tablet,Paid Search / Tablet,80,25,10,2,1,4250.0
2024-03-22,Organic Search,Desktop,Organic Search / Desktop,204,68,30,5,2,2380.0
2024-03-22,Organic Search,Mobile,Organic Search / Mobile,350,84,29,4,2,2940.0
2024-03-22,Organic Search,Tablet,Organic Search / Tablet,76,20,8,1,0,700.0
2024-03-22,Paid Social,Desktop,Paid Social / Desktop,237,89,28,2,1,9345.0
2024-03-22,Paid Social,Mobile,Paid Social / Mobile,474,115,39,5,2,12075.0
2024-03-22,Paid Social,Tablet,Paid Social / Tablet,66,18,6,0,0,1890.0
2024-03-22,Email,Desktop,Email / Desktop,118,66,23,5,2,3168.0
2024-03-22,Email,Mobile,Email / Mobile,199,83,30,7,2,3984.0
2024-03-22,Email,Tablet,Email / Tablet,37,14,4,1,0,672.0
2024-03-22,Display,Desktop,Display / Desktop,161,40,11,1,0,2720.0
2024-03-22,Display,Mobile,Display / Mobile,336,72,26,3,1,4896.0
2024-03-22,Display,Tablet,Display / Tablet,60,14,4,0,0,952.0
2024-03-23,Paid Search,Desktop,Paid Search / Desktop,397,171,73,11,4,29070.0
2024-03-23,Paid Search,Mobile,Paid Search / Mobile,526,155,73,12,4,26350.0
2024-03-23,Paid Search,Tablet,Paid Search / Tablet,89,26,10,2,1,4420.0
2024-03-23,Organic Search,Desktop,Organic Search / Desktop,296,116,37,6,2,4060.0
2024-03-23,Organic Search,Mobile,Organic Search / Mobile,317,90,33,6,2,3150.0
2024-03-23,Organic Search,Tablet,Organic Search / Tablet,84,28,12,2,1,980.0
2024-03-23,Paid Social,Desktop,Paid Social / Desktop,341,119,37,4,1,12495.0
2024-03-23,Paid Social,Mobile,Paid Social / Mobile,543,142,44,6,2,14910.0
2024-03-23,Paid Social,Tablet,Paid Social / Tablet,86,25,10,1,0,2625.0
2024-03-23,Email,Desktop,Email / Desktop,132,64,25,4,2,3072.0
2024-03-23,Email,Mobile,Email / Mobile,202,83,28,5,3,3984.0
2024-03-23,Email,Tablet,Email / Tablet,35,14,6,1,1,672.0
2024-03-23,Display,Desktop,Display / Desktop,192,59,15,1,0,4012.0
2024-03-23,Display,Mobile,Display / Mobile,376,76,25,3,1,5168.0
2024-03-23,Display,Tablet,Display / Tablet,70,14,4,0,0,952.0
2024-03-24,Paid Search,Desktop,Paid Search / Desktop,449,177,62,8,3,30090.0
2024-03-24,Paid Search,Mobile,Paid Search / Mobile,497,140,60,9,3,23800.0
2024-03-24,Paid Search,Tablet,Paid Search / Tablet,133,47,23,4,2,7990.0
2024-03-24,Organic Search,Desktop,Organic Search / Desktop,274,103,35,6,2,3605.0
2024-03-24,Organic Search,Mobile,Organic Search / Mobile,417,107,34,5,2,3745.0
2024-03-24,Organic Search,Tablet,Organic Search / Tablet,81,25,8,1,0,875.0
2024-03-24,Paid Social,Desktop,Paid Social / Desktop,276,94,27,2,1,9870.0
2024-03-24,Paid Social,Mobile,Paid Social / Mobile,527,128,47,6,2,13440.0
2024-03-24,Paid Social,Tablet,Paid Social / Tablet,71,21,8,1,0,2205.0
2024-03-24,Email,Desktop,Email / Desktop,106,50,18,3,1,2400.0
2024-03-24,Email,Mobile,Email / Mobile,196,71,31,7,4,3408.0
2024-03-24,Email,Tablet,Email / Tablet,25,10,5,1,0,480.0
2024-03-24,Display,Desktop,Display / Desktop,190,53,14,2,1,3604.0
2024-03-24,Display,Mobile,Display / Mobile,326,62,16,2,1,4216.0
2024-03-24,Display,Tablet,Display / Tablet,60,15,4,0,0,1020.0
2024-03-25,Paid Search,Desktop,Paid Search / Desktop,363,157,56,12,6,26690.0
2024-03-25,Paid Search,Mobile,Paid Search / Mobile,478,150,68,11,4,25500.0
2024-03-25,Paid Search,Tablet,Paid Search / Tablet,131,39,14,2,1,6630.0
2024-03-25,Organic Search,Desktop,Organic Search / Desktop,198,76,28,4,1,2660.0
2024-03-25,Organic Search,Mobile,Organic Search / Mobile,453,115,42,5,2,4025.0
2024-03-25,Organic Search,Tablet,Organic Search / Tablet,74,23,10,1,0,805.0
2024-03-25,Paid Social,Desktop,Paid Social / Desktop,300,92,26,2,1,9660.0
2024-03-25,Paid Social,Mobile,Paid Social / Mobile,525,142,53,4,1,14910.0
2024-03-25,Paid Social,Tablet,Paid Social / Tablet,75,20,6,1,0,2100.0
2024-03-25,Email,Desktop,Email / Desktop,130,72,28,6,3,3456.0
2024-03-25,Email,Mobile,Email / Mobile,204,80,35,8,4,3840.0
2024-03-25,Email,Tablet,Email / Tablet,29,13,5,1,0,624.0
2024-03-25,Display,Desktop,Display / Desktop,183,48,17,1,0,3264.0
2024-03-25,Display,Mobile,Display / Mobile,372,73,19,2,1,4964.0
2024-03-25,Display,Tablet,Display / Tablet,48,11,3,0,0,748.0
2024-03-26,Paid Search,Desktop,Paid Search / Desktop,448,183,89,15,6,31110.0
2024-03-26,Paid Search,Mobile,Paid Search / Mobile,611,168,71,11,4,28560.0
2024-03-26,Paid Search,Tablet,Paid Search / Tablet,112,37,18,3,1,6290.0
2024-03-26,Organic Search,Desktop,Organic Search / Desktop,231,91,41,6,3,3185.0
2024-03-26,Organic Search,Mobile,Organic Search / Mobile,335,82,27,3,1,2870.0
2024-03-26,Organic Search,Tablet,Organic Search / Tablet,75,20,8,1,0,700.0
2024-03-26,Paid Social,Desktop,Paid Social / Desktop,382,137,53,4,1,14385.0
2024-03-26,Paid Social,Mobile,Paid Social / Mobile,573,136,42,4,1,14280.0
2024-03-26,Paid Social,Tablet,Paid Social / Tablet,67,19,6,1,0,1995.0
2024-03-26,Email,Desktop,Email / Desktop,106,55,22,4,2,2640.0
2024-03-26,Email,Mobile,Email / Mobile,189,78,33,8,3,3744.0
2024-03-26,Email,Tablet,Email / Tablet,26,11,4,1,0,528.0
2024-03-26,Display,Desktop,Display / Desktop,197,49,14,1,0,3332.0
2024-03-26,Display,Mobile,Display / Mobile,375,74,23,2,1,5032.0
2024-03-26,Display,Tablet,Display / Tablet,73,16,5,0,0,1088.0
2024-03-27,Paid Search,Desktop,Paid Search / Desktop,360,152,53,10,3,25840.0
2024-03-27,Paid Search,Mobile,Paid Search / Mobile,593,172,67,13,5,29240.0
2024-03-27,Paid Search,Tablet,Paid Search / Tablet,83,26,10,2,1,4420.0
2024-03-27,Organic Search,Desktop,Organic Search / Desktop,239,81,27,4,2,2835.0
2024-03-27,Organic Search,Mobile,Organic Search / Mobile,350,92,34,4,1,3220.0
2024-03-27,Organic Search,Tablet,Organic Search / Tablet,65,21,7,1,0,735.0
2024-03-27,Paid Social,Desktop,Paid Social / Desktop,310,118,35,3,1,12390.0
2024-03-27,Paid Social,Mobile,Paid Social / Mobile,580,149,46,6,3,15645.0
2024-03-27,Paid Social,Tablet,Paid Social / Tablet,77,19,6,1,0,1995.0
2024-03-27,Email,Desktop,Email / Desktop,95,49,21,4,1,2352.0
2024-03-27,Email,Mobile,Email / Mobile,197,76,30,5,2,3648.0
2024-03-27,Email,Tablet,Email / Tablet,38,17,7,2,1,816.0
2024-03-27,Display,Desktop,Display / Desktop,254,65,22,2,1,4420.0
2024-03-27,Display,Mobile,Display / Mobile,377,79,21,2,0,5372.0
2024-03-27,Display,Tablet,Display / Tablet,68,14,5,0,0,952.0
2024-03-28,Paid Search,Desktop,Paid Search / Desktop,443,176,86,15,4,29920.0
2024-03-28,Paid Search,Mobile,Paid Search / Mobile,639,197,72,14,6,33490.0
2024-03-28,Paid Search,Tablet,Paid Search / Tablet,82,28,11,2,1,4760.0
2024-03-28,Organic Search,Desktop,Organic Search / Desktop,200,67,26,4,1,2345.0
2024-03-28,Organic Search,Mobile,Organic Search / Mobile,404,101,35,4,1,3535.0
2024-03-28,Organic Search,Tablet,Organic Search / Tablet,84,24,9,1,0,840.0
2024-03-28,Paid Social,Desktop,Paid Social / Desktop,304,95,29,3,1,9975.0
2024-03-28,Paid Social,Mobile,Paid Social / Mobile,396,84,25,3,1,8820.0
2024-03-28,Paid Social,Tablet,Paid Social / Tablet,89,23,7,1,0,2415.0
2024-03-28,Email,Desktop,Email / Desktop,114,64,28,6,2,3072.0
2024-03-28,Email,Mobile,Email / Mobile,183,70,21,5,2,3360.0
2024-03-28,Email,Tablet,Email / Tablet,28,13,5,1,0,624.0
2024-03-28,Display,Desktop,Display / Desktop,257,76,19,2,1,5168.0
2024-03-28,Display,Mobile,Display / Mobile,337,74,19,1,0,5032.0
2024-03-28,Display,Tablet,Display / Tablet,52,11,4,0,0,748.0
2024-03-29,Paid Search,Desktop,Paid Search / Desktop,347,145,64,12,5,24650.0
2024-03-29,Paid Search,Mobile,Paid Search / Mobile,460,120,58,11,5,20400.0
2024-03-29,Paid Search,Tablet,Paid Search / Tablet,86,24,8,1,0,4080.0
2024-03-29,Organic Search,Desktop,Organic Search / Desktop,222,87,39,6,3,3045.0
2024-03-29,Organic Search,Mobile,Organic Search / Mobile,459,127,41,7,2,4445.0
2024-03-29,Organic Search,Tablet,Organic Search / Tablet,77,22,7,1,0,770.0
2024-03-29,Paid Social,Desktop,Paid Social / Desktop,377,134,48,5,2,14070.0
2024-03-29,Paid Social,Mobile,Paid Social / Mobile,371,97,35,4,2,10185.0
2024-03-29,Paid Social,Tablet,Paid Social / Tablet,69,17,5,0,0,1785.0
2024-03-29,Email,Desktop,Email / Desktop,98,47,18,5,2,2256.0
2024-03-29,Email,Mobile,Email / Mobile,199,71,23,5,2,3408.0
2024-03-29,Email,Tablet,Email / Tablet,36,17,6,1,0,816.0
2024-03-29,Display,Desktop,Display / Desktop,254,74,18,1,0,5032.0
2024-03-29,Display,Mobile,Display / Mobile,373,75,18,1,0,5100.0
2024-03-29,Display,Tablet,Display / Tablet,45,9,3,0,0,612.0
2024-03-30,Paid Search,Desktop,Paid Search / Desktop,456,186,70,9,4,31620.0
2024-03-30,Paid Search,Mobile,Paid Search / Mobile,551,178,78,12,4,30260.0
2024-03-30,Paid Search,Tablet,Paid Search / Tablet,130,45,18,3,1,7650.0
2024-03-30,Organic Search,Desktop,Organic Search / Desktop,239,95,32,5,2,3325.0
2024-03-30,Organic Search,Mobile,Organic Search / Mobile,367,98,41,7,2,3430.0
2024-03-30,Organic Search,Tablet,Organic Search / Tablet,56,17,8,1,0,595.0
2024-03-30,Paid Social,Desktop,Paid Social / Desktop,291,94,36,3,1,9870.0
2024-03-30,Paid Social,Mobile,Paid Social / Mobile,456,100,33,4,1,10500.0
2024-03-30,Paid Social,Tablet,Paid Social / Tablet,105,26,9,1,0,2730.0
2024-03-30,Email,Desktop,Email / Desktop,89,47,16,4,2,2256.0
2024-03-30,Email,Mobile,Email / Mobile,125,51,19,3,1,2448.0
2024-03-30,Email,Tablet,Email / Tablet,31,11,5,1,0,528.0
2024-03-30,Display,Desktop,Display / Desktop,192,60,21,2,1,4080.0
2024-03-30,Display,Mobile,Display / Mobile,289,52,13,1,0,3536.0
2024-03-30,Display,Tablet,Display / Tablet,56,11,3,0,0,748.0
2024-03-31,Paid Search,Desktop,Paid Search / Desktop,320,146,70,10,3,24820.0
2024-03-31,Paid Search,Mobile,Paid Search / Mobile,543,176,70,9,3,29920.0
2024-03-31,Paid Search,Tablet,Paid Search / Tablet,98,33,14,2,1,5610.0
2024-03-31,Organic Search,Desktop,Organic Search / Desktop,210,70,28,4,2,2450.0
2024-03-31,Organic Search,Mobile,Organic Search / Mobile,440,122,52,9,4,4270.0
2024-03-31,Organic Search,Tablet,Organic Search / Tablet,68,22,8,1,0,770.0
2024-03-31,Paid Social,Desktop,Paid Social / Desktop,363,136,43,5,2,14280.0
2024-03-31,Paid Social,Mobile,Paid Social / Mobile,368,81,26,3,1,8505.0
2024-03-31,Paid Social,Tablet,Paid Social / Tablet,94,23,7,1,0,2415.0
2024-03-31,Email,Desktop,Email / Desktop,131,63,26,4,2,3024.0
2024-03-31,Email,Mobile,Email / Mobile,134,44,14,3,1,2112.0
2024-03-31,Email,Tablet,Email / Tablet,33,14,6,1,0,672.0
2024-03-31,Display,Desktop,Display / Desktop,238,69,21,2,1,4692.0
2024-03-31,Display,Mobile,Display / Mobile,290,63,16,1,0,4284.0
2024-03-31,Display,Tablet,Display / Tablet,57,12,4,0,0,816.0
2024-04-01,Paid Search,Desktop,Paid Search / Desktop,332,144,53,7,3,24480.0
2024-04-01,Paid Search,Mobile,Paid Search / Mobile,562,177,67,12,5,30090.0
2024-04-01,Paid Search,Tablet,Paid Search / Tablet,123,40,20,2,1,6800.0
2024-04-01,Organic Search,Desktop,Organic Search / Desktop,206,77,27,3,1,2695.0
2024-04-01,Organic Search,Mobile,Organic Search / Mobile,430,125,47,8,3,4375.0
2024-04-01,Organic Search,Tablet,Organic Search / Tablet,66,17,8,1,0,595.0
2024-04-01,Paid Social,Desktop,Paid Social / Desktop,362,120,45,4,1,12600.0
2024-04-01,Paid Social,Mobile,Paid Social / Mobile,573,131,49,5,2,13755.0
2024-04-01,Paid Social,Tablet,Paid Social / Tablet,111,33,10,1,0,3465.0
2024-04-01,Email,Desktop,Email / Desktop,93,44,20,4,2,2112.0
2024-04-01,Email,Mobile,Email / Mobile,164,68,30,7,3,3264.0
2024-04-01,Email,Tablet,Email / Tablet,33,14,5,1,0,672.0
2024-04-01,Display,Desktop,Display / Desktop,166,48,13,1,0,3264.0
2024-04-01,Display,Mobile,Display / Mobile,296,55,15,1,0,3740.0
2024-04-01,Display,Tablet,Display / Tablet,48,11,4,0,0,748.0
2024-04-02,Paid Search,Desktop,Paid Search / Desktop,497,182,89,12,5,30940.0
2024-04-02,Paid Search,Mobile,Paid Search / Mobile,465,123,60,7,3,20910.0
2024-04-02,Paid Search,Tablet,Paid Search / Tablet,131,43,20,3,1,7310.0
2024-04-02,Organic Search,Desktop,Organic Search / Desktop,270,96,42,7,3,3360.0
2024-04-02,Organic Search,Mobile,Organic Search / Mobile,496,130,42,6,2,4550.0
2024-04-02,Organic Search,Tablet,Organic Search / Tablet,68,20,9,1,0,700.0
2024-04-02,Paid Social,Desktop,Paid Social / Desktop,402,138,53,4,2,14490.0
2024-04-02,Paid Social,Mobile,Paid Social / Mobile,495,128,42,4,2,13440.0
2024-04-02,Paid Social,Tablet,Paid Social / Tablet,74,21,8,1,0,2205.0
2024-04-02,Email,Desktop,Email / Desktop,102,48,21,3,1,2304.0
2024-04-02,Email,Mobile,Email / Mobile,212,86,35,6,2,4128.0
2024-04-02,Email,Tablet,Email / Tablet,29,11,5,1,0,528.0
2024-04-02,Display,Desktop,Display / Desktop,207,53,19,2,1,3604.0
2024-04-02,Display,Mobile,Display / Mobile,291,51,12,1,0,3468.0
2024-04-02,Display,Tablet,Display / Tablet,49,12,3,0,0,816.0
2024-04-03,Paid Search,Desktop,Paid Search / Desktop,386,167,73,11,3,28390.0
2024-04-03,Paid Search,Mobile,Paid Search / Mobile,555,164,77,15,7,27880.0
2024-04-03,Paid Search,Tablet,Paid Search / Tablet,130,39,17,3,1,6630.0
2024-04-03,Organic Search,Desktop,Organic Search / Desktop,309,126,42,8,3,4410.0
2024-04-03,Organic Search,Mobile,Organic Search / Mobile,499,143,65,11,4,5005.0
2024-04-03,Organic Search,Tablet,Organic Search / Tablet,59,17,7,1,0,595.0
2024-04-03,Paid Social,Desktop,Paid Social / Desktop,295,107,30,3,1,11235.0
2024-04-03,Paid Social,Mobile,Paid Social / Mobile,445,119,36,4,1,12495.0
2024-04-03,Paid Social,Tablet,Paid Social / Tablet,106,26,8,1,0,2730.0
2024-04-03,Email,Desktop,Email / Desktop,104,57,24,4,2,2736.0
2024-04-03,Email,Mobile,Email / Mobile,190,74,26,7,4,3552.0
2024-04-03,Email,Tablet,Email / Tablet,39,18,8,2,1,864.0
2024-04-03,Display,Desktop,Display / Desktop,262,72,19,2,1,4896.0
2024-04-03,Display,Mobile,Display / Mobile,300,52,14,1,0,3536.0
2024-04-03,Display,Tablet,Display / Tablet,67,16,5,0,0,1088.0
2024-04-04,Paid Search,Desktop,Paid Search / Desktop,420,182,86,16,5,30940.0
2024-04-04,Paid Search,Mobile,Paid Search / Mobile,489,134,67,9,3,22780.0
2024-04-04,Paid Search,Tablet,Paid Search / Tablet,93,29,13,2,1,4930.0
2024-04-04,Organic Search,Desktop,Organic Search / Desktop,248,89,33,6,3,3115.0
2024-04-04,Organic Search,Mobile,Organic Search / Mobile,404,102,33,6,2,3570.0
2024-04-04,Organic Search,Tablet,Organic Search / Tablet,77,26,9,1,0,910.0
2024-04-04,Paid Social,Desktop,Paid Social / Desktop,396,127,46,4,2,13335.0
2024-04-04,Paid Social,Mobile,Paid Social / Mobile,396,94,32,4,1,9870.0
2024-04-04,Paid Social,Tablet,Paid Social / Tablet,98,29,11,1,0,3045.0
2024-04-04,Email,Desktop,Email / Desktop,92,50,21,5,2,2400.0
2024-04-04,Email,Mobile,Email / Mobile,164,65,25,5,2,3120.0
2024-04-04,Email,Tablet,Email / Tablet,32,12,5,1,1,576.0
2024-04-04,Display,Desktop,Display / Desktop,201,50,18,2,1,3400.0
2024-04-04,Display,Mobile,Display / Mobile,372,78,23,2,1,5304.0
2024-04-04,Display,Tablet,Display / Tablet,70,15,4,0,0,1020.0
2024-04-05,Paid Search,Desktop,Paid Search / Desktop,303,136,56,10,5,23120.0
2024-04-05,Paid Search,Mobile,Paid Search / Mobile,470,135,61,9,3,22950.0
2024-04-05,Paid Search,Tablet,Paid Search / Tablet,128,42,18,4,1,7140.0
2024-04-05,Organic Search,Desktop,Organic Search / Desktop,303,108,47,6,3,3780.0
2024-04-05,Organic Search,Mobile,Organic Search / Mobile,400,112,39,5,2,3920.0
2024-04-05,Organic Search,Tablet,Organic Search / Tablet,83,26,8,1,0,910.0
2024-04-05,Paid Social,Desktop,Paid Social / Desktop,325,124,40,4,1,13020.0
2024-04-05,Paid Social,Mobile,Paid Social / Mobile,589,126,49,5,2,13230.0
2024-04-05,Paid Social,Tablet,Paid Social / Tablet,85,23,9,1,0,2415.0
2024-04-05,Email,Desktop,Email / Desktop,135,79,26,7,3,3792.0
2024-04-05,Email,Mobile,Email / Mobile,153,54,17,3,2,2592.0
2024-04-05,Email,Tablet,Email / Tablet,33,15,7,2,1,720.0
2024-04-05,Display,Desktop,Display / Desktop,243,70,20,1,0,4760.0
2024-04-05,Display,Mobile,Display / Mobile,346,61,17,2,1,4148.0
2024-04-05,Display,Tablet,Display / Tablet,54,11,3,0,0,748.0
2024-04-06,Paid Search,Desktop,Paid Search / Desktop,344,147,73,11,5,24990.0
2024-04-06,Paid Search,Mobile,Paid Search / Mobile,582,174,70,12,4,29580.0
2024-04-06,Paid Search,Tablet,Paid Search / Tablet,98,30,10,2,1,5100.0
2024-04-06,Organic Search,Desktop,Organic Search / Desktop,239,99,37,4,2,3465.0
2024-04-06,Organic Search,Mobile,Organic Search / Mobile,457,119,51,6,2,4165.0
2024-04-06,Organic Search,Tablet,Organic Search / Tablet,61,17,6,1,0,595.0
2024-04-06,Paid Social,Desktop,Paid Social / Desktop,290,105,42,5,2,11025.0
2024-04-06,Paid Social,Mobile,Paid Social / Mobile,460,119,43,4,1,12495.0
2024-04-06,Paid Social,Tablet,Paid Social / Tablet,108,27,8,1,0,2835.0
2024-04-06,Email,Desktop,Email / Desktop,104,53,16,3,1,2544.0
2024-04-06,Email,Mobile,Email / Mobile,196,81,36,6,3,3888.0
2024-04-06,Email,Tablet,Email / Tablet,39,17,6,2,1,816.0
2024-04-06,Display,Desktop,Display / Desktop,228,67,19,1,0,4556.0
2024-04-06,Display,Mobile,Display / Mobile,364,79,23,2,1,5372.0
2024-04-06,Display,Tablet,Display / Tablet,54,11,4,0,0,748.0
2024-04-07,Paid Search,Desktop,Paid Search / Desktop,339,125,48,9,3,21250.0
2024-04-07,Paid Search,Mobile,Paid Search / Mobile,512,133,45,5,2,22610.0
2024-04-07,Paid Search,Tablet,Paid Search / Tablet,135,49,21,4,1,8330.0
2024-04-07,Organic Search,Desktop,Organic Search / Desktop,326,108,43,5,2,3780.0
2024-04-07,Organic Search,Mobile,Organic Search / Mobile,387,111,47,7,3,3885.0
2024-04-07,Organic Search,Tablet,Organic Search / Tablet,93,24,11,1,0,840.0
2024-04-07,Paid Social,Desktop,Paid Social / Desktop,396,141,52,4,2,14805.0
2024-04-07,Paid Social,Mobile,Paid Social / Mobile,382,103,33,4,1,10815.0
2024-04-07,Paid Social,Tablet,Paid Social / Tablet,81,21,8,1,0,2205.0
2024-04-07,Email,Desktop,Email / Desktop,89,45,14,2,1,2160.0
2024-04-07,Email,Mobile,Email / Mobile,163,57,23,6,3,2736.0
2024-04-07,Email,Tablet,Email / Tablet,33,12,5,1,0,576.0
2024-04-07,Display,Desktop,Display / Desktop,171,44,12,1,0,2992.0
2024-04-07,Display,Mobile,Display / Mobile,389,84,26,2,1,5712.0
2024-04-07,Display,Tablet,Display / Tablet,59,14,4,0,0,952.0
2024-04-08,Paid Search,Desktop,Paid Search / Desktop,485,212,75,14,6,36040.0
2024-04-08,Paid Search,Mobile,Paid Search / Mobile,584,147,64,9,4,24990.0
2024-04-08,Paid Search,Tablet,Paid Search / Tablet,127,44,17,3,1,7480.0
2024-04-08,Organic Search,Desktop,Organic Search / Desktop,240,87,39,6,2,3045.0
